"SPECIES_CODE","YEAR","TAXON_CONFIDENCE","TAXON_CONFIDENCE_CODE","SURVEY_DEFINITION_ID"
30040,1999,"High",1,47
30040,2001,"High",1,47
30040,2003,"High",1,47
30040,2005,"High",1,47
30040,2007,"High",1,47
30040,2009,"High",1,47
30040,2011,"High",1,47
30040,2013,"High",1,47
30040,2015,"High",1,47
30040,2017,"High",1,47
30040,2019,"High",1,47
30040,2021,"High",1,47
30040,2023,"High",1,47
30050,1990,"High",1,47
30050,1993,"High",1,47
30050,1996,"High",1,47
30050,1999,"High",1,47
30050,2001,"High",1,47
30050,2003,"High",1,47
30050,2005,"High",1,47
30050,2007,"High",1,47
30050,2009,"High",1,47
30050,2011,"Unassessed",,47
30050,2013,"Unassessed",,47
30050,2015,"Unassessed",,47
30050,2017,"Unassessed",,47
30050,2019,"Unassessed",,47
30050,2021,"Unassessed",,47
30050,2023,"Unassessed",,47
30051,1990,"Unassessed",,47
30051,1993,"Unassessed",,47
30051,1996,"Unassessed",,47
30051,1999,"Unassessed",,47
30051,2001,"Unassessed",,47
30051,2003,"Unassessed",,47
30051,2005,"Unassessed",,47
30051,2007,"Moderate",2,47
30051,2009,"Moderate",2,47
30051,2011,"Moderate",2,47
30051,2013,"Moderate",2,47
30051,2015,"Moderate",2,47
30051,2017,"Moderate",2,47
30051,2019,"Moderate",2,47
30051,2021,"Moderate",2,47
30051,2023,"Moderate",2,47
30052,1990,"Unassessed",,47
30052,1993,"Unassessed",,47
30052,1996,"Unassessed",,47
30052,1999,"Unassessed",,47
30052,2001,"Unassessed",,47
30052,2003,"Unassessed",,47
30052,2005,"Unassessed",,47
30052,2007,"Moderate",2,47
30052,2009,"Moderate",2,47
30052,2011,"Moderate",2,47
30052,2013,"Moderate",2,47
30052,2015,"Moderate",2,47
30052,2017,"Moderate",2,47
30052,2019,"Moderate",2,47
30052,2021,"Moderate",2,47
30052,2023,"Moderate",2,47
30060,1990,"High",1,47
30060,1993,"High",1,47
30060,1996,"High",1,47
30060,1999,"High",1,47
30060,2001,"High",1,47
30060,2003,"High",1,47
30060,2005,"High",1,47
30060,2007,"High",1,47
30060,2009,"High",1,47
30060,2011,"High",1,47
30060,2013,"High",1,47
30060,2015,"High",1,47
30060,2017,"High",1,47
30060,2019,"High",1,47
30060,2021,"High",1,47
30060,2023,"High",1,47
30090,1990,"Unassessed",,47
30090,1993,"Unassessed",,47
30090,1996,"Unassessed",,47
30090,1999,"Unassessed",,47
30090,2001,"Unassessed",,47
30090,2003,"Unassessed",,47
30090,2005,"Unassessed",,47
30090,2007,"Unassessed",,47
30090,2009,"High",1,47
30090,2011,"Unassessed",,47
30090,2013,"Unassessed",,47
30090,2015,"Unassessed",,47
30090,2017,"Unassessed",,47
30090,2019,"Unassessed",,47
30090,2021,"Unassessed",,47
30090,2023,"Unassessed",,47
30100,1990,"High",1,47
30100,1993,"High",1,47
30100,1996,"High",1,47
30100,1999,"High",1,47
30100,2001,"High",1,47
30100,2003,"High",1,47
30100,2005,"High",1,47
30100,2007,"High",1,47
30100,2009,"High",1,47
30100,2011,"High",1,47
30100,2013,"High",1,47
30100,2015,"High",1,47
30100,2017,"High",1,47
30100,2019,"High",1,47
30100,2021,"High",1,47
30100,2023,"High",1,47
30150,1990,"High",1,47
30150,1993,"High",1,47
30150,1996,"Unassessed",,47
30150,1999,"Unassessed",,47
30150,2001,"Unassessed",,47
30150,2003,"Unassessed",,47
30150,2005,"Unassessed",,47
30150,2007,"Unassessed",,47
30150,2009,"Unassessed",,47
30150,2011,"Unassessed",,47
30150,2013,"Unassessed",,47
30150,2015,"Unassessed",,47
30150,2017,"Unassessed",,47
30150,2019,"Unassessed",,47
30150,2021,"Unassessed",,47
30150,2023,"Unassessed",,47
30151,1990,"Unassessed",,47
30151,1993,"Unassessed",,47
30151,1996,"Moderate",2,47
30151,1999,"Moderate",2,47
30151,2001,"Moderate",2,47
30151,2003,"High",1,47
30151,2005,"High",1,47
30151,2007,"High",1,47
30151,2009,"High",1,47
30151,2011,"High",1,47
30151,2013,"High",1,47
30151,2015,"High",1,47
30151,2017,"High",1,47
30151,2019,"High",1,47
30151,2021,"High",1,47
30151,2023,"High",1,47
30152,1990,"High",1,47
30152,1993,"Unassessed",,47
30152,1996,"High",1,47
30152,1999,"High",1,47
30152,2001,"High",1,47
30152,2003,"High",1,47
30152,2005,"High",1,47
30152,2007,"High",1,47
30152,2009,"High",1,47
30152,2011,"High",1,47
30152,2013,"High",1,47
30152,2015,"High",1,47
30152,2017,"High",1,47
30152,2019,"High",1,47
30152,2021,"High",1,47
30152,2023,"High",1,47
30170,1990,"High",1,47
30170,1993,"High",1,47
30170,1996,"High",1,47
30170,1999,"High",1,47
30170,2001,"High",1,47
30170,2003,"High",1,47
30170,2005,"High",1,47
30170,2007,"High",1,47
30170,2009,"High",1,47
30170,2011,"High",1,47
30170,2013,"High",1,47
30170,2015,"High",1,47
30170,2017,"High",1,47
30170,2019,"High",1,47
30170,2021,"High",1,47
30170,2023,"High",1,47
30190,1990,"High",1,47
30190,1993,"High",1,47
30190,1996,"High",1,47
30190,1999,"High",1,47
30190,2001,"High",1,47
30190,2003,"High",1,47
30190,2005,"High",1,47
30190,2007,"High",1,47
30190,2009,"High",1,47
30190,2011,"Unassessed",,47
30190,2013,"Unassessed",,47
30190,2015,"Unassessed",,47
30190,2017,"Unassessed",,47
30190,2019,"Unassessed",,47
30190,2021,"Unassessed",,47
30190,2023,"Unassessed",,47
30200,1990,"High",1,47
30200,1993,"High",1,47
30200,1996,"High",1,47
30200,1999,"High",1,47
30200,2001,"High",1,47
30200,2003,"High",1,47
30200,2005,"High",1,47
30200,2007,"High",1,47
30200,2009,"High",1,47
30200,2011,"High",1,47
30200,2013,"High",1,47
30200,2015,"High",1,47
30200,2017,"High",1,47
30200,2019,"High",1,47
30200,2021,"High",1,47
30200,2023,"High",1,47
30210,1990,"Unassessed",,47
30210,1993,"High",1,47
30210,1996,"Unassessed",,47
30210,1999,"Unassessed",,47
30210,2001,"Unassessed",,47
30210,2003,"High",1,47
30210,2005,"High",1,47
30210,2007,"High",1,47
30210,2009,"Unassessed",,47
30210,2011,"Unassessed",,47
30210,2013,"Unassessed",,47
30210,2015,"Unassessed",,47
30210,2017,"Unassessed",,47
30210,2019,"Unassessed",,47
30210,2021,"Unassessed",,47
30210,2023,"Unassessed",,47
30220,1990,"High",1,47
30220,1993,"High",1,47
30220,1996,"High",1,47
30220,1999,"High",1,47
30220,2001,"High",1,47
30220,2003,"High",1,47
30220,2005,"High",1,47
30220,2007,"High",1,47
30220,2009,"High",1,47
30220,2011,"High",1,47
30220,2013,"High",1,47
30220,2015,"High",1,47
30220,2017,"High",1,47
30220,2019,"High",1,47
30220,2021,"High",1,47
30220,2023,"High",1,47
30240,1990,"Unassessed",,47
30240,1993,"Unassessed",,47
30240,1996,"High",1,47
30240,1999,"High",1,47
30240,2001,"High",1,47
30240,2003,"High",1,47
30240,2005,"High",1,47
30240,2007,"High",1,47
30240,2009,"High",1,47
30240,2011,"High",1,47
30240,2013,"High",1,47
30240,2015,"High",1,47
30240,2017,"High",1,47
30240,2019,"High",1,47
30240,2021,"High",1,47
30240,2023,"High",1,47
30270,1990,"High",1,47
30270,1993,"High",1,47
30270,1996,"High",1,47
69121,1993,"Unassessed",,47
69121,1996,"High",1,47
69121,1999,"High",1,47
69121,2001,"High",1,47
69121,2003,"High",1,47
69121,2005,"High",1,47
69121,2007,"High",1,47
69121,2009,"High",1,47
69121,2011,"High",1,47
69121,2013,"High",1,47
69121,2015,"High",1,47
69121,2017,"High",1,47
69121,2019,"High",1,47
69121,2021,"High",1,47
69121,2023,"High",1,47
69122,1990,"Unassessed",,47
69122,1993,"Unassessed",,47
69122,1996,"High",1,47
69122,1999,"High",1,47
69122,2001,"High",1,47
69122,2003,"High",1,47
69122,2005,"High",1,47
69122,2007,"High",1,47
69122,2009,"High",1,47
69122,2011,"High",1,47
69122,2013,"High",1,47
69122,2015,"High",1,47
69122,2017,"High",1,47
69122,2019,"High",1,47
69122,2021,"High",1,47
69122,2023,"High",1,47
69123,1990,"Unassessed",,47
69123,1993,"Unassessed",,47
69123,1996,"High",1,47
69123,1999,"Unassessed",,47
69123,2001,"Unassessed",,47
69123,2003,"High",1,47
69123,2005,"Unassessed",,47
69123,2007,"Unassessed",,47
69123,2009,"High",1,47
69123,2011,"Unassessed",,47
69123,2013,"Unassessed",,47
69123,2015,"Unassessed",,47
69123,2017,"Unassessed",,47
69123,2019,"Unassessed",,47
69123,2021,"Unassessed",,47
69123,2023,"Unassessed",,47
69250,1990,"High",1,47
69250,1993,"Unassessed",,47
69250,1996,"High",1,47
69250,1999,"Unassessed",,47
69250,2001,"Unassessed",,47
69250,2003,"High",1,47
69250,2005,"Unassessed",,47
69250,2007,"Unassessed",,47
69250,2009,"Unassessed",,47
69250,2011,"Unassessed",,47
69250,2013,"Unassessed",,47
69250,2015,"Unassessed",,47
69250,2017,"Unassessed",,47
69250,2019,"Unassessed",,47
69250,2021,"Unassessed",,47
69250,2023,"Unassessed",,47
69260,1990,"High",1,47
69260,1993,"High",1,47
69260,1996,"High",1,47
69260,1999,"High",1,47
69260,2001,"High",1,47
69260,2003,"Unassessed",,47
69260,2005,"High",1,47
69260,2007,"Unassessed",,47
69260,2009,"Unassessed",,47
69260,2011,"Unassessed",,47
69260,2013,"Unassessed",,47
69260,2015,"Unassessed",,47
69260,2017,"Unassessed",,47
69260,2019,"Unassessed",,47
69260,2021,"Unassessed",,47
69260,2023,"Unassessed",,47
69270,1990,"High",1,47
69270,1993,"High",1,47
69270,1996,"High",1,47
69270,1999,"High",1,47
69270,2001,"High",1,47
69270,2003,"High",1,47
69270,2005,"High",1,47
69270,2007,"High",1,47
69270,2009,"High",1,47
69270,2011,"High",1,47
69270,2013,"High",1,47
69270,2015,"High",1,47
69270,2017,"High",1,47
69270,2019,"High",1,47
69270,2021,"High",1,47
69270,2023,"High",1,47
69280,1990,"Unassessed",,47
69280,1993,"Low",3,47
69280,1996,"Unassessed",,47
69280,1999,"Unassessed",,47
69280,2001,"Unassessed",,47
69280,2003,"Unassessed",,47
69280,2005,"Unassessed",,47
69280,2007,"Unassessed",,47
69280,2009,"Unassessed",,47
69280,2011,"Low",3,47
69280,2013,"Low",3,47
69280,2015,"Low",3,47
69280,2017,"Low",3,47
69280,2019,"Low",3,47
69280,2021,"Low",3,47
69280,2023,"Low",3,47
69284,1990,"Unassessed",,47
69284,1993,"Unassessed",,47
69284,1996,"Unassessed",,47
69284,1999,"Unassessed",,47
69284,2001,"Unassessed",,47
69284,2003,"Unassessed",,47
69284,2005,"Unassessed",,47
69284,2007,"Unassessed",,47
69284,2009,"Unassessed",,47
69284,2011,"Low",3,47
69284,2013,"Low",3,47
69284,2015,"Low",3,47
69284,2017,"Low",3,47
69284,2019,"Low",3,47
69284,2021,"Low",3,47
69284,2023,"Low",3,47
69285,1990,"High",1,47
69285,1993,"High",1,47
69285,1996,"High",1,47
69285,1999,"High",1,47
69285,2001,"High",1,47
69285,2003,"High",1,47
69285,2005,"High",1,47
69285,2007,"High",1,47
69285,2009,"High",1,47
69285,2011,"High",1,47
69285,2013,"High",1,47
69285,2015,"High",1,47
69285,2017,"High",1,47
69285,2019,"High",1,47
69285,2021,"High",1,47
69285,2023,"High",1,47
69290,1990,"Unassessed",,47
69290,1993,"Unassessed",,47
69290,1996,"Unassessed",,47
69290,1999,"Unassessed",,47
69290,2001,"Unassessed",,47
69290,2003,"Unassessed",,47
69290,2005,"High",1,47
69290,2007,"Unassessed",,47
69290,2009,"Unassessed",,47
69290,2011,"Unassessed",,47
69290,2013,"Unassessed",,47
69290,2015,"Unassessed",,47
69290,2017,"Unassessed",,47
69290,2019,"Unassessed",,47
69290,2021,"Unassessed",,47
69290,2023,"Unassessed",,47
69300,1990,"Unassessed",,47
69300,1993,"Unassessed",,47
69300,1996,"High",1,47
69300,1999,"High",1,47
69300,2001,"Unassessed",,47
69300,2003,"High",1,47
69300,2005,"High",1,47
69300,2007,"High",1,47
69300,2009,"High",1,47
69300,2011,"Unassessed",,47
69300,2013,"Unassessed",,47
69300,2015,"Unassessed",,47
69300,2017,"Unassessed",,47
69300,2019,"Unassessed",,47
69300,2021,"Unassessed",,47
69300,2023,"Unassessed",,47
69310,1990,"High",1,47
69310,1993,"High",1,47
69310,1996,"High",1,47
69310,1999,"High",1,47
69310,2001,"High",1,47
69310,2003,"High",1,47
69310,2005,"High",1,47
69310,2007,"High",1,47
69310,2009,"High",1,47
69310,2011,"High",1,47
69310,2013,"High",1,47
69310,2015,"High",1,47
69310,2017,"High",1,47
69310,2019,"High",1,47
69310,2021,"High",1,47
69310,2023,"High",1,47
69314,1990,"Unassessed",,47
69314,1993,"Unassessed",,47
69314,1996,"Unassessed",,47
69314,1999,"High",1,47
69314,2001,"High",1,47
69314,2003,"Unassessed",,47
69314,2005,"Unassessed",,47
69314,2007,"Unassessed",,47
69314,2009,"Unassessed",,47
69314,2011,"Unassessed",,47
69314,2013,"Unassessed",,47
69314,2015,"Unassessed",,47
69314,2017,"Unassessed",,47
69314,2019,"Unassessed",,47
69314,2021,"Unassessed",,47
69314,2023,"Unassessed",,47
69316,1990,"Unassessed",,47
69316,1993,"Unassessed",,47
69316,1996,"High",1,47
69316,1999,"Unassessed",,47
69316,2001,"Unassessed",,47
69316,2003,"Unassessed",,47
69316,2005,"Unassessed",,47
69316,2007,"High",1,47
69316,2009,"High",1,47
69316,2011,"High",1,47
69316,2013,"High",1,47
69316,2015,"High",1,47
69316,2017,"High",1,47
69316,2019,"High",1,47
69316,2021,"High",1,47
69316,2023,"High",1,47
69317,1990,"High",1,47
69317,1993,"High",1,47
69317,1996,"High",1,47
69317,1999,"High",1,47
69317,2001,"High",1,47
69317,2003,"High",1,47
69317,2005,"High",1,47
69317,2007,"High",1,47
69317,2009,"High",1,47
69317,2011,"High",1,47
69317,2013,"High",1,47
69317,2015,"High",1,47
69317,2017,"High",1,47
69317,2019,"High",1,47
69317,2021,"High",1,47
69317,2023,"High",1,47
69318,1990,"Unassessed",,47
69318,1993,"Unassessed",,47
69318,1996,"Unassessed",,47
69318,1999,"Unassessed",,47
69318,2001,"High",1,47
69318,2003,"Unassessed",,47
69318,2005,"High",1,47
69318,2007,"Unassessed",,47
69318,2009,"Unassessed",,47
69318,2011,"Unassessed",,47
69318,2013,"Unassessed",,47
69318,2015,"Unassessed",,47
69318,2017,"Unassessed",,47
69318,2019,"Unassessed",,47
69318,2021,"Unassessed",,47
69318,2023,"Unassessed",,47
69320,1990,"Unassessed",,47
69320,1993,"Unassessed",,47
69320,1996,"Unassessed",,47
69320,1999,"Unassessed",,47
69320,2001,"Unassessed",,47
69320,2003,"Unassessed",,47
69320,2005,"Unassessed",,47
69320,2007,"Unassessed",,47
69320,2009,"High",1,47
69320,2011,"Unassessed",,47
69320,2013,"Unassessed",,47
69320,2015,"Unassessed",,47
69320,2017,"Unassessed",,47
69320,2019,"Unassessed",,47
69320,2021,"Unassessed",,47
71726,2023,"Unassessed",,47
71727,1990,"Unassessed",,47
71727,1993,"Unassessed",,47
71727,1996,"Unassessed",,47
71727,1999,"Low",3,47
71727,2001,"Unassessed",,47
71727,2003,"Unassessed",,47
71727,2005,"Unassessed",,47
71727,2007,"Unassessed",,47
71727,2009,"Unassessed",,47
71727,2011,"Unassessed",,47
71727,2013,"Unassessed",,47
71727,2015,"Unassessed",,47
71727,2017,"Unassessed",,47
71727,2019,"Unassessed",,47
71727,2021,"Unassessed",,47
71727,2023,"Unassessed",,47
71731,1990,"Unassessed",,47
71731,1993,"Unassessed",,47
71731,1996,"Unassessed",,47
71731,1999,"Unassessed",,47
71731,2001,"Low",3,47
71731,2003,"Unassessed",,47
71731,2005,"Low",3,47
71731,2007,"Unassessed",,47
71731,2009,"Unassessed",,47
71731,2011,"Low",3,47
71731,2013,"Low",3,47
71731,2015,"Low",3,47
71731,2017,"Low",3,47
71731,2019,"Low",3,47
71731,2021,"Low",3,47
71731,2023,"Low",3,47
71741,1990,"Unassessed",,47
71741,1993,"Unassessed",,47
71741,1996,"Unassessed",,47
71741,1999,"Unassessed",,47
71741,2001,"Low",3,47
71741,2003,"Low",3,47
71741,2005,"Unassessed",,47
71741,2007,"Low",3,47
71741,2009,"Unassessed",,47
71741,2011,"Unassessed",,47
71741,2013,"Unassessed",,47
71741,2015,"Unassessed",,47
71741,2017,"Unassessed",,47
71741,2019,"Unassessed",,47
71741,2021,"Unassessed",,47
71741,2023,"Unassessed",,47
71747,1990,"Unassessed",,47
71747,1993,"Unassessed",,47
71747,1996,"Unassessed",,47
71747,1999,"Unassessed",,47
71747,2001,"Unassessed",,47
71747,2003,"Unassessed",,47
71747,2005,"Unassessed",,47
71747,2007,"Unassessed",,47
71747,2009,"Low",3,47
71747,2011,"Low",3,47
71747,2013,"Low",3,47
71747,2015,"Low",3,47
71747,2017,"Low",3,47
71747,2019,"Low",3,47
71747,2021,"Low",3,47
71747,2023,"Low",3,47
71750,1990,"Low",3,47
71750,1993,"Low",3,47
71750,1996,"Low",3,47
71750,1999,"Low",3,47
71750,2001,"Low",3,47
71750,2003,"Low",3,47
71750,2005,"Low",3,47
71750,2007,"Unassessed",,47
71750,2009,"Low",3,47
71750,2011,"Low",3,47
71750,2013,"Low",3,47
71750,2015,"Low",3,47
71750,2017,"Low",3,47
71750,2019,"Low",3,47
71750,2021,"Low",3,47
71750,2023,"Low",3,47
71769,1990,"Unassessed",,47
71769,1993,"High",1,47
71769,1996,"High",1,47
71769,1999,"High",1,47
71769,2001,"High",1,47
71769,2003,"High",1,47
71769,2005,"High",1,47
71769,2007,"High",1,47
71769,2009,"High",1,47
71769,2011,"High",1,47
71769,2013,"High",1,47
71769,2015,"High",1,47
71769,2017,"High",1,47
71769,2019,"High",1,47
71769,2021,"High",1,47
71769,2023,"High",1,47
71800,1990,"High",1,47
71800,1993,"High",1,47
71800,1996,"High",1,47
71800,1999,"High",1,47
71800,2001,"High",1,47
71800,2003,"High",1,47
71800,2005,"High",1,47
71800,2007,"High",1,47
71800,2009,"High",1,47
71800,2011,"High",1,47
71800,2013,"High",1,47
71800,2015,"High",1,47
71800,2017,"High",1,47
71800,2019,"High",1,47
71800,2021,"High",1,47
71800,2023,"High",1,47
71890,1990,"Unassessed",,47
71890,1993,"Unassessed",,47
71890,1996,"Unassessed",,47
71890,1999,"Unassessed",,47
71890,2001,"Unassessed",,47
71890,2003,"Unassessed",,47
71890,2005,"Unassessed",,47
71890,2007,"Moderate",2,47
71890,2009,"Moderate",2,47
71890,2011,"Moderate",2,47
71890,2013,"Moderate",2,47
71890,2015,"Moderate",2,47
71890,2017,"Moderate",2,47
71890,2019,"Moderate",2,47
71890,2021,"Moderate",2,47
71890,2023,"Moderate",2,47
71911,1990,"Unassessed",,47
71911,1993,"Unassessed",,47
71911,1996,"Unassessed",,47
71911,1999,"Unassessed",,47
71911,2001,"Unassessed",,47
71911,2003,"Moderate",2,47
71911,2005,"Moderate",2,47
71911,2007,"Unassessed",,47
71911,2009,"Unassessed",,47
71911,2011,"Unassessed",,47
71911,2013,"Unassessed",,47
71911,2015,"Unassessed",,47
71911,2017,"Unassessed",,47
71911,2019,"Unassessed",,47
71911,2021,"Unassessed",,47
71911,2023,"Unassessed",,47
71960,1990,"Unassessed",,47
71960,1993,"Unassessed",,47
71960,1996,"Unassessed",,47
71960,1999,"Unassessed",,47
71960,2001,"Unassessed",,47
71960,2003,"Unassessed",,47
71960,2005,"Moderate",2,47
71960,2007,"Unassessed",,47
71960,2009,"Unassessed",,47
71960,2011,"Unassessed",,47
71960,2013,"Unassessed",,47
71960,2015,"Unassessed",,47
71960,2017,"Unassessed",,47
71960,2019,"Unassessed",,47
71960,2021,"Unassessed",,47
71960,2023,"Unassessed",,47
72380,1990,"Unassessed",,47
72380,1993,"High",1,47
72380,1996,"Unassessed",,47
72380,1999,"Unassessed",,47
72380,2001,"Unassessed",,47
72380,2003,"High",1,47
72380,2005,"Unassessed",,47
72380,2007,"Unassessed",,47
72380,2009,"Unassessed",,47
72380,2011,"Unassessed",,47
72380,2013,"Unassessed",,47
72380,2015,"Unassessed",,47
72380,2017,"Unassessed",,47
72380,2019,"Unassessed",,47
72380,2021,"Unassessed",,47
72380,2023,"Unassessed",,47
72420,1990,"Unassessed",,47
72420,1993,"Unassessed",,47
72420,1996,"High",1,47
72420,1999,"High",1,47
72420,2001,"High",1,47
72420,2003,"High",1,47
72420,2005,"High",1,47
72420,2007,"Unassessed",,47
72420,2009,"High",1,47
72420,2011,"Unassessed",,47
72420,2013,"Unassessed",,47
72420,2015,"Unassessed",,47
72420,2017,"Unassessed",,47
72420,2019,"Unassessed",,47
72420,2021,"Unassessed",,47
72420,2023,"Unassessed",,47
72501,1990,"Low",3,47
72501,1993,"Low",3,47
72501,1996,"Unassessed",,47
72501,1999,"Low",3,47
72501,2001,"Unassessed",,47
72501,2003,"Low",3,47
72501,2005,"Unassessed",,47
72501,2007,"Low",3,47
72501,2009,"Unassessed",,47
72501,2011,"Unassessed",,47
72501,2013,"Unassessed",,47
72501,2015,"Unassessed",,47
72501,2017,"Unassessed",,47
72501,2019,"Unassessed",,47
72501,2021,"Unassessed",,47
72501,2023,"Unassessed",,47
72511,1990,"Unassessed",,47
72511,1993,"Unassessed",,47
72511,1996,"Unassessed",,47
72511,1999,"Unassessed",,47
72511,2001,"Unassessed",,47
72511,2003,"Low",3,47
72511,2005,"Unassessed",,47
72511,2007,"Unassessed",,47
72511,2009,"Unassessed",,47
72511,2011,"Unassessed",,47
72511,2013,"Unassessed",,47
72511,2015,"Unassessed",,47
72511,2017,"Unassessed",,47
72511,2019,"Unassessed",,47
72511,2021,"Unassessed",,47
72511,2023,"Unassessed",,47
72515,1990,"Unassessed",,47
72515,1993,"Unassessed",,47
72515,1996,"Unassessed",,47
72515,1999,"Low",3,47
72515,2001,"Unassessed",,47
72515,2003,"Unassessed",,47
72515,2005,"Unassessed",,47
72515,2007,"Unassessed",,47
72515,2009,"Unassessed",,47
72515,2011,"Unassessed",,47
72515,2013,"Unassessed",,47
72515,2015,"Unassessed",,47
72515,2017,"Unassessed",,47
72515,2019,"Unassessed",,47
72515,2021,"Unassessed",,47
72515,2023,"Unassessed",,47
72520,1990,"Unassessed",,47
72520,1993,"Unassessed",,47
72520,1996,"High",1,47
72520,1999,"High",1,47
72520,2001,"Unassessed",,47
72520,2003,"High",1,47
72520,2005,"High",1,47
72520,2007,"High",1,47
72520,2009,"High",1,47
72520,2011,"High",1,47
72520,2013,"High",1,47
72520,2015,"High",1,47
72520,2017,"High",1,47
72520,2019,"High",1,47
72520,2021,"High",1,47
72520,2023,"High",1,47
72525,1990,"Unassessed",,47
72525,1993,"Low",3,47
72525,1996,"Low",3,47
72525,1999,"Low",3,47
72525,2001,"Low",3,47
72525,2003,"Low",3,47
72525,2005,"Low",3,47
72525,2007,"Low",3,47
72525,2009,"Low",3,47
72525,2011,"Low",3,47
72525,2013,"Low",3,47
72525,2015,"Low",3,47
72525,2017,"Low",3,47
72525,2019,"Low",3,47
72525,2021,"Low",3,47
72525,2023,"Low",3,47
72531,1990,"Unassessed",,47
72531,1993,"Unassessed",,47
72531,1996,"Unassessed",,47
72531,1999,"Unassessed",,47
72531,2001,"Low",3,47
72531,2003,"Unassessed",,47
72531,2005,"Unassessed",,47
72531,2007,"Unassessed",,47
72531,2009,"Unassessed",,47
72531,2011,"Unassessed",,47
72531,2013,"Unassessed",,47
72531,2015,"Unassessed",,47
72531,2017,"Unassessed",,47
72531,2019,"Unassessed",,47
72531,2021,"Unassessed",,47
72531,2023,"Unassessed",,47
72740,1990,"High",1,47
72740,1993,"High",1,47
72740,1996,"High",1,47
72740,1999,"High",1,47
72740,2001,"High",1,47
72740,2003,"High",1,47
72740,2005,"High",1,47
72740,2007,"High",1,47
72740,2009,"High",1,47
72740,2011,"High",1,47
72740,2013,"High",1,47
72740,2015,"High",1,47
72740,2017,"High",1,47
72740,2019,"High",1,47
72740,2021,"High",1,47
72740,2023,"High",1,47
72762,1990,"Unassessed",,47
72762,1993,"Unassessed",,47
72762,1996,"Unassessed",,47
72762,1999,"High",1,47
72762,2001,"Unassessed",,47
72762,2003,"Unassessed",,47
72762,2005,"Unassessed",,47
72762,2007,"Unassessed",,47
72762,2009,"Unassessed",,47
72762,2011,"Unassessed",,47
72762,2013,"Unassessed",,47
72762,2015,"Unassessed",,47
72762,2017,"Unassessed",,47
72762,2019,"Unassessed",,47
72762,2021,"Unassessed",,47
72762,2023,"Unassessed",,47
72787,1990,"Unassessed",,47
72787,1993,"Unassessed",,47
72787,1996,"Unassessed",,47
72787,1999,"Unassessed",,47
72787,2001,"Unassessed",,47
72787,2003,"Unassessed",,47
72787,2005,"Unassessed",,47
72787,2007,"Unassessed",,47
72787,2009,"Low",3,47
72787,2011,"Unassessed",,47
72787,2013,"Unassessed",,47
72787,2015,"Unassessed",,47
72787,2017,"Unassessed",,47
72787,2019,"Unassessed",,47
72787,2021,"Unassessed",,47
72787,2023,"Unassessed",,47
72789,1990,"Unassessed",,47
72789,1993,"Unassessed",,47
72789,1996,"Unassessed",,47
72789,1999,"Unassessed",,47
72789,2001,"High",1,47
72789,2003,"High",1,47
72789,2005,"Unassessed",,47
72789,2007,"High",1,47
72789,2009,"High",1,47
72789,2011,"High",1,47
72789,2013,"High",1,47
72789,2015,"High",1,47
72789,2017,"High",1,47
72789,2019,"High",1,47
72789,2021,"High",1,47
72789,2023,"High",1,47
72797,1990,"Unassessed",,47
72797,1993,"Unassessed",,47
72797,1996,"Unassessed",,47
72797,1999,"Unassessed",,47
72797,2001,"Unassessed",,47
72797,2003,"Unassessed",,47
72797,2005,"Unassessed",,47
72797,2007,"Unassessed",,47
72797,2009,"Unassessed",,47
72797,2011,"High",1,47
72797,2013,"High",1,47
72797,2015,"High",1,47
72797,2017,"High",1,47
72797,2019,"High",1,47
72797,2021,"High",1,47
72797,2023,"High",1,47
72806,1990,"Unassessed",,47
72806,1993,"Unassessed",,47
72806,1996,"Unassessed",,47
72806,1999,"Unassessed",,47
72806,2001,"Unassessed",,47
72806,2003,"Unassessed",,47
72806,2005,"Unassessed",,47
72806,2007,"Unassessed",,47
72806,2009,"Unassessed",,47
72806,2011,"Low",3,47
72806,2013,"Low",3,47
72806,2015,"Low",3,47
72806,2017,"Low",3,47
72806,2019,"Low",3,47
72806,2021,"Low",3,47
72806,2023,"Low",3,47
74001,1990,"Unassessed",,47
74001,1993,"Unassessed",,47
74001,1996,"Unassessed",,47
74001,1999,"Unassessed",,47
74001,2001,"Unassessed",,47
74001,2003,"Unassessed",,47
74001,2005,"Unassessed",,47
74001,2007,"Unassessed",,47
74001,2009,"High",1,47
74001,2011,"Unassessed",,47
74001,2013,"Unassessed",,47
74001,2015,"Unassessed",,47
74001,2017,"Unassessed",,47
74001,2019,"Unassessed",,47
74001,2021,"Unassessed",,47
74001,2023,"Unassessed",,47
74060,1990,"Unassessed",,47
74060,1993,"High",1,47
74060,1996,"High",1,47
74060,1999,"High",1,47
74060,2001,"High",1,47
74060,2003,"High",1,47
74060,2005,"High",1,47
74060,2007,"High",1,47
74060,2009,"High",1,47
74060,2011,"High",1,47
74060,2013,"High",1,47
74060,2015,"High",1,47
74060,2017,"High",1,47
74060,2019,"High",1,47
74060,2021,"High",1,47
74060,2023,"High",1,47
74065,1990,"High",1,47
74065,1993,"Unassessed",,47
74065,1996,"Unassessed",,47
74065,1999,"High",1,47
74065,2001,"High",1,47
74065,2003,"Unassessed",,47
74065,2005,"High",1,47
74065,2007,"Unassessed",,47
74065,2009,"Unassessed",,47
74065,2011,"High",1,47
74065,2013,"High",1,47
74065,2015,"High",1,47
